,1002,1004,1006,1008,1010,1012,1014,1016,1018,1020,1022,1024,1026,1028,1030,1032,1034,1036,1038,1040,1042,1044,1046,1048,1050,1052,1054,1056,1058,1060,1062,1064,1066,1068,1070,1072,1074,1076,1078,1080,1082,1084,1086,1088,1090,1092,1094,1096,1098,1100,1102,1104,1106,1108,1110,1112,1114,1116,1118,1120,1122,1124,1126,1128,1130,1132,1134,1136,1138,1140,1142,1144,1146,1148,1150,1152,1154,1156,1158,1160,1162,1164,1166,1168,1170,1172,1174,1176,1178,1180,1182,1184,1186,1188,1190,1192,1194,1196,1198,1200,1202,1204,1206,1208,1210,1212,1214,1216,1218,1220,1222,1224,1226,1228,1230,1232,1234,1236,1238,1240,1242,1244,1246,1248,1250,1252,1254,1256,1258,1260,1262,1264,1266,1268,1270,1272,1274,1276,1278,1280,1282,1284,1286,1288,1290,1292,1294,1296
방촌,05:30:00,05:40:45,05:52:45,06:03:45,06:13:45,06:23:45,06:32:45,06:41:45,06:49:45,06:57:45,07:05:45,07:12:45,07:19:45,07:26:45,07:33:45,07:39:45,07:44:45,07:49:45,07:54:45,07:59:45,08:04:45,08:09:45,08:14:45,08:19:45,08:24:45,08:29:45,08:34:45,08:39:45,08:44:45,08:49:45,08:54:45,08:59:45,09:04:45,09:09:45,09:14:45,09:19:45,09:25:45,09:31:45,09:37:45,09:44:45,09:51:45,09:59:45,10:07:45,10:15:45,10:23:45,10:31:45,10:39:45,10:47:45,10:55:45,11:03:45,11:11:45,11:19:45,11:27:45,11:35:45,11:43:45,11:51:45,11:59:45,12:07:45,12:15:45,12:23:45,12:31:45,12:39:45,12:47:45,12:55:45,13:03:45,13:11:45,13:19:45,13:27:45,13:35:45,13:43:45,13:51:45,13:59:45,14:07:45,14:15:45,14:23:45,14:31:45,14:39:45,14:47:45,14:55:45,15:03:45,15:11:45,15:19:45,15:27:45,15:35:45,15:43:45,15:51:45,15:59:45,16:07:45,16:15:45,16:23:45,16:31:45,16:39:45,16:47:45,16:55:45,17:03:45,17:10:45,17:17:45,17:23:45,17:28:45,17:33:45,17:38:45,17:43:45,17:48:45,17:53:45,17:58:45,18:03:45,18:08:45,18:13:45,18:18:45,18:23:45,18:28:45,18:33:45,18:38:45,18:44:45,18:50:45,18:57:45,19:05:45,19:13:45,19:21:45,19:29:45,19:37:45,19:45:45,19:53:45,20:01:45,20:09:45,20:17:45,20:25:45,20:33:45,20:41:45,20:49:45,20:57:45,21:05:45,21:13:45,21:21:45,21:29:45,21:37:45,21:45:45,21:53:45,22:01:45,22:09:45,22:17:45,22:25:45,22:34:45,22:44:45,22:55:45,23:07:45,23:20:15,23:34:05
용계,,05:38:55,05:50:55,06:01:55,06:11:55,06:21:55,06:30:55,06:39:55,06:47:55,06:55:55,07:03:55,07:10:55,07:17:55,07:24:55,07:31:55,07:37:55,07:42:55,07:47:55,07:52:55,07:57:55,08:02:55,08:07:55,08:12:55,08:17:55,08:22:55,08:27:55,08:32:55,08:37:55,08:42:55,08:47:55,08:52:55,08:57:55,09:02:55,09:07:55,09:12:55,09:17:55,09:23:55,09:29:55,09:35:55,09:42:55,09:49:55,09:57:55,10:05:55,10:13:55,10:21:55,10:29:55,10:37:55,10:45:55,10:53:55,11:01:55,11:09:55,11:17:55,11:25:55,11:33:55,11:41:55,11:49:55,11:57:55,12:05:55,12:13:55,12:21:55,12:29:55,12:37:55,12:45:55,12:53:55,13:01:55,13:09:55,13:17:55,13:25:55,13:33:55,13:41:55,13:49:55,13:57:55,14:05:55,14:13:55,14:21:55,14:29:55,14:37:55,14:45:55,14:53:55,15:01:55,15:09:55,15:17:55,15:25:55,15:33:55,15:41:55,15:49:55,15:57:55,16:05:55,16:13:55,16:21:55,16:29:55,16:37:55,16:45:55,16:53:55,17:01:55,17:08:55,17:15:55,17:21:55,17:26:55,17:31:55,17:36:55,17:41:55,17:46:55,17:51:55,17:56:55,18:01:55,18:06:55,18:11:55,18:16:55,18:21:55,18:26:55,18:31:55,18:36:55,18:42:55,18:48:55,18:55:55,19:03:55,19:11:55,19:19:55,19:27:55,19:35:55,19:43:55,19:51:55,19:59:55,20:07:55,20:15:55,20:23:55,20:31:55,20:39:55,20:47:55,20:55:55,21:03:55,21:11:55,21:19:55,21:27:55,21:35:55,21:43:55,21:51:55,21:59:55,22:07:55,22:15:55,22:23:55,22:32:55,22:42:55,22:53:55,23:05:55,23:18:25,23:32:15
율하,,05:36:50,05:48:50,05:59:50,06:09:50,06:19:50,06:28:50,06:37:50,06:45:50,06:53:50,07:01:50,07:08:50,07:15:50,07:22:50,07:29:50,07:35:50,07:40:50,07:45:50,07:50:50,07:55:50,08:00:50,08:05:50,08:10:50,08:15:50,08:20:50,08:25:50,08:30:50,08:35:50,08:40:50,08:45:50,08:50:50,08:55:50,09:00:50,09:05:50,09:10:50,09:15:50,09:21:50,09:27:50,09:33:50,09:40:50,09:47:50,09:55:50,10:03:50,10:11:50,10:19:50,10:27:50,10:35:50,10:43:50,10:51:50,10:59:50,11:07:50,11:15:50,11:23:50,11:31:50,11:39:50,11:47:50,11:55:50,12:03:50,12:11:50,12:19:50,12:27:50,12:35:50,12:43:50,12:51:50,12:59:50,13:07:50,13:15:50,13:23:50,13:31:50,13:39:50,13:47:50,13:55:50,14:03:50,14:11:50,14:19:50,14:27:50,14:35:50,14:43:50,14:51:50,14:59:50,15:07:50,15:15:50,15:23:50,15:31:50,15:39:50,15:47:50,15:55:50,16:03:50,16:11:50,16:19:50,16:27:50,16:35:50,16:43:50,16:51:50,16:59:50,17:06:50,17:13:50,17:19:50,17:24:50,17:29:50,17:34:50,17:39:50,17:44:50,17:49:50,17:54:50,17:59:50,18:04:50,18:09:50,18:14:50,18:19:50,18:24:50,18:29:50,18:34:50,18:40:50,18:46:50,18:53:50,19:01:50,19:09:50,19:17:50,19:25:50,19:33:50,19:41:50,19:49:50,19:57:50,20:05:50,20:13:50,20:21:50,20:29:50,20:37:50,20:45:50,20:53:50,21:01:50,21:09:50,21:17:50,21:25:50,21:33:50,21:41:50,21:49:50,21:57:50,22:05:50,22:13:50,22:21:50,22:30:50,22:40:50,22:51:50,23:03:50,23:16:20,23:30:10
신기,,05:35:00,05:47:00,05:58:00,06:08:00,06:18:00,06:27:00,06:36:00,06:44:00,06:52:00,07:00:00,07:07:00,07:14:00,07:21:00,07:28:00,07:34:00,07:39:00,07:44:00,07:49:00,07:54:00,07:59:00,08:04:00,08:09:00,08:14:00,08:19:00,08:24:00,08:29:00,08:34:00,08:39:00,08:44:00,08:49:00,08:54:00,08:59:00,09:04:00,09:09:00,09:14:00,09:20:00,09:26:00,09:32:00,09:39:00,09:46:00,09:54:00,10:02:00,10:10:00,10:18:00,10:26:00,10:34:00,10:42:00,10:50:00,10:58:00,11:06:00,11:14:00,11:22:00,11:30:00,11:38:00,11:46:00,11:54:00,12:02:00,12:10:00,12:18:00,12:26:00,12:34:00,12:42:00,12:50:00,12:58:00,13:06:00,13:14:00,13:22:00,13:30:00,13:38:00,13:46:00,13:54:00,14:02:00,14:10:00,14:18:00,14:26:00,14:34:00,14:42:00,14:50:00,14:58:00,15:06:00,15:14:00,15:22:00,15:30:00,15:38:00,15:46:00,15:54:00,16:02:00,16:10:00,16:18:00,16:26:00,16:34:00,16:42:00,16:50:00,16:58:00,17:05:00,17:12:00,17:18:00,17:23:00,17:28:00,17:33:00,17:38:00,17:43:00,17:48:00,17:53:00,17:58:00,18:03:00,18:08:00,18:13:00,18:18:00,18:23:00,18:28:00,18:33:00,18:39:00,18:45:00,18:52:00,19:00:00,19:08:00,19:16:00,19:24:00,19:32:00,19:40:00,19:48:00,19:56:00,20:04:00,20:12:00,20:20:00,20:28:00,20:36:00,20:44:00,20:52:00,21:00:00,21:08:00,21:16:00,21:24:00,21:32:00,21:40:00,21:48:00,21:56:00,22:04:00,22:12:00,22:20:00,22:29:00,22:39:00,22:50:00,23:02:00,23:14:30,23:28:20
반야월,,05:33:10,05:45:10,05:56:10,06:06:10,06:16:10,06:25:10,06:34:10,06:42:10,06:50:10,06:58:10,07:05:10,07:12:10,07:19:10,07:26:10,07:32:10,07:37:10,07:42:10,07:47:10,07:52:10,07:57:10,08:02:10,08:07:10,08:12:10,08:17:10,08:22:10,08:27:10,08:32:10,08:37:10,08:42:10,08:47:10,08:52:10,08:57:10,09:02:10,09:07:10,09:12:10,09:18:10,09:24:10,09:30:10,09:37:10,09:44:10,09:52:10,10:00:10,10:08:10,10:16:10,10:24:10,10:32:10,10:40:10,10:48:10,10:56:10,11:04:10,11:12:10,11:20:10,11:28:10,11:36:10,11:44:10,11:52:10,12:00:10,12:08:10,12:16:10,12:24:10,12:32:10,12:40:10,12:48:10,12:56:10,13:04:10,13:12:10,13:20:10,13:28:10,13:36:10,13:44:10,13:52:10,14:00:10,14:08:10,14:16:10,14:24:10,14:32:10,14:40:10,14:48:10,14:56:10,15:04:10,15:12:10,15:20:10,15:28:10,15:36:10,15:44:10,15:52:10,16:00:10,16:08:10,16:16:10,16:24:10,16:32:10,16:40:10,16:48:10,16:56:10,17:03:10,17:10:10,17:16:10,17:21:10,17:26:10,17:31:10,17:36:10,17:41:10,17:46:10,17:51:10,17:56:10,18:01:10,18:06:10,18:11:10,18:16:10,18:21:10,18:26:10,18:31:10,18:37:10,18:43:10,18:50:10,18:58:10,19:06:10,19:14:10,19:22:10,19:30:10,19:38:10,19:46:10,19:54:10,20:02:10,20:10:10,20:18:10,20:26:10,20:34:10,20:42:10,20:50:10,20:58:10,21:06:10,21:14:10,21:22:10,21:30:10,21:38:10,21:46:10,21:54:10,22:02:10,22:10:10,22:18:10,22:27:10,22:37:10,22:48:10,23:00:10,23:12:40,23:26:30
각산,,05:31:25,05:43:25,05:54:25,06:04:25,06:14:25,06:23:25,06:32:25,06:40:25,06:48:25,06:56:25,07:03:25,07:10:25,07:17:25,07:24:25,07:30:25,07:35:25,07:40:25,07:45:25,07:50:25,07:55:25,08:00:25,08:05:25,08:10:25,08:15:25,08:20:25,08:25:25,08:30:25,08:35:25,08:40:25,08:45:25,08:50:25,08:55:25,09:00:25,09:05:25,09:10:25,09:16:25,09:22:25,09:28:25,09:35:25,09:42:25,09:50:25,09:58:25,10:06:25,10:14:25,10:22:25,10:30:25,10:38:25,10:46:25,10:54:25,11:02:25,11:10:25,11:18:25,11:26:25,11:34:25,11:42:25,11:50:25,11:58:25,12:06:25,12:14:25,12:22:25,12:30:25,12:38:25,12:46:25,12:54:25,13:02:25,13:10:25,13:18:25,13:26:25,13:34:25,13:42:25,13:50:25,13:58:25,14:06:25,14:14:25,14:22:25,14:30:25,14:38:25,14:46:25,14:54:25,15:02:25,15:10:25,15:18:25,15:26:25,15:34:25,15:42:25,15:50:25,15:58:25,16:06:25,16:14:25,16:22:25,16:30:25,16:38:25,16:46:25,16:54:25,17:01:25,17:08:25,17:14:25,17:19:25,17:24:25,17:29:25,17:34:25,17:39:25,17:44:25,17:49:25,17:54:25,17:59:25,18:04:25,18:09:25,18:14:25,18:19:25,18:24:25,18:29:25,18:35:25,18:41:25,18:48:25,18:56:25,19:04:25,19:12:25,19:20:25,19:28:25,19:36:25,19:44:25,19:52:25,20:00:25,20:08:25,20:16:25,20:24:25,20:32:25,20:40:25,20:48:25,20:56:25,21:04:25,21:12:25,21:20:25,21:28:25,21:36:25,21:44:25,21:52:25,22:00:25,22:08:25,22:16:25,22:25:25,22:35:25,22:46:25,22:58:25,23:10:55,23:24:45
안심,,05:30:00,05:42:00,05:53:00,06:03:00,06:13:00,06:22:00,06:31:00,06:39:00,06:47:00,06:55:00,07:02:00,07:09:00,07:16:00,07:23:00,07:29:00,07:34:00,07:39:00,07:44:00,07:49:00,07:54:00,07:59:00,08:04:00,08:09:00,08:14:00,08:19:00,08:24:00,08:29:00,08:34:00,08:39:00,08:44:00,08:49:00,08:54:00,08:59:00,09:04:00,09:09:00,09:15:00,09:21:00,09:27:00,09:34:00,09:41:00,09:49:00,09:57:00,10:05:00,10:13:00,10:21:00,10:29:00,10:37:00,10:45:00,10:53:00,11:01:00,11:09:00,11:17:00,11:25:00,11:33:00,11:41:00,11:49:00,11:57:00,12:05:00,12:13:00,12:21:00,12:29:00,12:37:00,12:45:00,12:53:00,13:01:00,13:09:00,13:17:00,13:25:00,13:33:00,13:41:00,13:49:00,13:57:00,14:05:00,14:13:00,14:21:00,14:29:00,14:37:00,14:45:00,14:53:00,15:01:00,15:09:00,15:17:00,15:25:00,15:33:00,15:41:00,15:49:00,15:57:00,16:05:00,16:13:00,16:21:00,16:29:00,16:37:00,16:45:00,16:53:00,17:00:00,17:07:00,17:13:00,17:18:00,17:23:00,17:28:00,17:33:00,17:38:00,17:43:00,17:48:00,17:53:00,17:58:00,18:03:00,18:08:00,18:13:00,18:18:00,18:23:00,18:28:00,18:34:00,18:40:00,18:47:00,18:55:00,19:03:00,19:11:00,19:19:00,19:27:00,19:35:00,19:43:00,19:51:00,19:59:00,20:07:00,20:15:00,20:23:00,20:31:00,20:39:00,20:47:00,20:55:00,21:03:00,21:11:00,21:19:00,21:27:00,21:35:00,21:43:00,21:51:00,21:59:00,22:07:00,22:15:00,22:24:00,22:34:00,22:45:00,22:57:00,23:09:30,23:23:20
대구한의대병원,,,05:38:50,,05:59:50,,06:18:50,,06:35:50,,06:51:50,,07:05:50,,07:19:50,,07:30:50,,07:40:50,,07:50:50,,08:00:50,,08:10:50,,08:20:50,,08:30:50,,08:40:50,,08:50:50,,09:00:50,,09:11:50,,09:23:50,,09:37:50,,09:53:50,,10:09:50,,10:25:50,,10:41:50,,10:57:50,,11:13:50,,11:29:50,,11:45:50,,12:01:50,,12:17:50,,12:33:50,,12:49:50,,13:05:50,,13:21:50,,13:37:50,,13:53:50,,14:09:50,,14:25:50,,14:41:50,,14:57:50,,15:13:50,,15:29:50,,15:45:50,,16:01:50,,16:17:50,,16:33:50,,16:49:50,,17:03:50,,17:14:50,,17:24:50,,17:34:50,,17:44:50,,17:54:50,,18:04:50,,18:14:50,,18:24:50,,18:36:50,,18:51:50,,19:07:50,,19:23:50,,19:39:50,,19:55:50,,20:11:50,,20:27:50,,20:43:50,,20:59:50,,21:15:50,,21:31:50,,21:47:50,,22:03:50,,22:20:50,,22:41:50,22:53:50,23:06:20,23:20:10
부호,,,05:32:25,,05:53:25,,06:12:25,,06:29:25,,06:45:25,,06:59:25,,07:13:25,,07:24:25,,07:34:25,,07:44:25,,07:54:25,,08:04:25,,08:14:25,,08:24:25,,08:34:25,,08:44:25,,08:54:25,,09:05:25,,09:17:25,,09:31:25,,09:47:25,,10:03:25,,10:19:25,,10:35:25,,10:51:25,,11:07:25,,11:23:25,,11:39:25,,11:55:25,,12:11:25,,12:27:25,,12:43:25,,12:59:25,,13:15:25,,13:31:25,,13:47:25,,14:03:25,,14:19:25,,14:35:25,,14:51:25,,15:07:25,,15:23:25,,15:39:25,,15:55:25,,16:11:25,,16:27:25,,16:43:25,,16:57:25,,17:08:25,,17:18:25,,17:28:25,,17:38:25,,17:48:25,,17:58:25,,18:08:25,,18:18:25,,18:30:25,,18:45:25,,19:01:25,,19:17:25,,19:33:25,,19:49:25,,20:05:25,,20:21:25,,20:37:25,,20:53:25,,21:09:25,,21:25:25,,21:41:25,,21:57:25,,22:14:25,,22:35:25,22:47:25,22:59:55,23:13:45
하양,,,05:30:00,,05:51:00,,06:10:00,,06:27:00,,06:43:00,,06:57:00,,07:11:00,,07:22:00,,07:32:00,,07:42:00,,07:52:00,,08:02:00,,08:12:00,,08:22:00,,08:32:00,,08:42:00,,08:52:00,,09:03:00,,09:15:00,,09:29:00,,09:45:00,,10:01:00,,10:17:00,,10:33:00,,10:49:00,,11:05:00,,11:21:00,,11:37:00,,11:53:00,,12:09:00,,12:25:00,,12:41:00,,12:57:00,,13:13:00,,13:29:00,,13:45:00,,14:01:00,,14:17:00,,14:33:00,,14:49:00,,15:05:00,,15:21:00,,15:37:00,,15:53:00,,16:09:00,,16:25:00,,16:41:00,,16:55:00,,17:06:00,,17:16:00,,17:26:00,,17:36:00,,17:46:00,,17:56:00,,18:06:00,,18:16:00,,18:28:00,,18:43:00,,18:59:00,,19:15:00,,19:31:00,,19:47:00,,20:03:00,,20:19:00,,20:35:00,,20:51:00,,21:07:00,,21:23:00,,21:39:00,,21:55:00,,22:12:00,,22:33:00,22:45:00,22:57:30,23:11:20
